"","State","Year","month","checks"
"730","New Mexico",2019,"Apr",12483
"731","New Mexico",2019,"May",11856
"732","New Mexico",2019,"Jun",11056
"733","New Mexico",2019,"Jul",11128
"734","New Mexico",2019,"Aug",13906
"735","New Mexico",2019,"Sep",11850
"736","New Mexico",2019,"Oct",12265
"737","New Mexico",2019,"Nov",13508
"738","New Mexico",2019,"Dec",15629
"739","New York",2019,"Jan",29388
"740","New York",2019,"Feb",28043
"741","New York",2019,"Mar",35004
"742","New York",2019,"Apr",31154
"743","New York",2019,"May",26731
"744","New York",2019,"Jun",23636
"745","New York",2019,"Jul",22471
"746","New York",2019,"Aug",26227
"747","New York",2019,"Sep",32332
"748","New York",2019,"Oct",33982
"749","New York",2019,"Nov",33832
"750","New York",2019,"Dec",32574
"751","North Carolina",2019,"Jan",46230
"752","North Carolina",2019,"Feb",49154
"753","North Carolina",2019,"Mar",53896
"754","North Carolina",2019,"Apr",42651
"755","North Carolina",2019,"May",38637
"756","North Carolina",2019,"Jun",34768
"757","North Carolina",2019,"Jul",36694
"758","North Carolina",2019,"Aug",44438
"759","North Carolina",2019,"Sep",38305
"760","North Carolina",2019,"Oct",42903
"761","North Carolina",2019,"Nov",48107
"762","North Carolina",2019,"Dec",54582
"763","North Dakota",2019,"Jan",4459
"764","North Dakota",2019,"Feb",4420
"765","North Dakota",2019,"Mar",5990
"766","North Dakota",2019,"Apr",5135
"767","North Dakota",2019,"May",4312
"768","North Dakota",2019,"Jun",3914
"769","North Dakota",2019,"Jul",3794
"770","North Dakota",2019,"Aug",5228
"771","North Dakota",2019,"Sep",5455
"772","North Dakota",2019,"Oct",5886
"773","North Dakota",2019,"Nov",5738
"774","North Dakota",2019,"Dec",6058
"775","Ohio",2019,"Jan",49856
"776","Ohio",2019,"Feb",57518
"777","Ohio",2019,"Mar",70826
"778","Ohio",2019,"Apr",53819
"779","Ohio",2019,"May",43850
"780","Ohio",2019,"Jun",42122
"781","Ohio",2019,"Jul",39206
"782","Ohio",2019,"Aug",50963
"783","Ohio",2019,"Sep",44767
"784","Ohio",2019,"Oct",50834
"785","Ohio",2019,"Nov",65092
"786","Ohio",2019,"Dec",69642
"787","Oklahoma",2019,"Jan",28793
"788","Oklahoma",2019,"Feb",32166
"789","Oklahoma",2019,"Mar",35704
"790","Oklahoma",2019,"Apr",26528
"791","Oklahoma",2019,"May",24627
"792","Oklahoma",2019,"Jun",23701
"793","Oklahoma",2019,"Jul",22754
"794","Oklahoma",2019,"Aug",29350
"795","Oklahoma",2019,"Sep",25203
"796","Oklahoma",2019,"Oct",28794
"797","Oklahoma",2019,"Nov",40823
"798","Oklahoma",2019,"Dec",41600
"799","Oregon",2019,"Jan",28668
"800","Oregon",2019,"Feb",28726
"801","Oregon",2019,"Mar",35949
"802","Oregon",2019,"Apr",30299
"803","Oregon",2019,"May",26970
"804","Oregon",2019,"Jun",25185
"805","Oregon",2019,"Jul",24493
"806","Oregon",2019,"Aug",29328
"807","Oregon",2019,"Sep",28008
"808","Oregon",2019,"Oct",30395
"809","Oregon",2019,"Nov",32305
"810","Oregon",2019,"Dec",37374
"811","Pennsylvania",2019,"Jan",77420
"812","Pennsylvania",2019,"Feb",84567
"813","Pennsylvania",2019,"Mar",105892
"814","Pennsylvania",2019,"Apr",79853
"815","Pennsylvania",2019,"May",72244
"816","Pennsylvania",2019,"Jun",66423
"817","Pennsylvania",2019,"Jul",66052
"818","Pennsylvania",2019,"Aug",83346
"819","Pennsylvania",2019,"Sep",77630
"820","Pennsylvania",2019,"Oct",86066
"821","Pennsylvania",2019,"Nov",92011
"822","Pennsylvania",2019,"Dec",96382
"823","Puerto Rico",2019,"Jan",2368
"824","Puerto Rico",2019,"Feb",2406
"825","Puerto Rico",2019,"Mar",2554
"826","Puerto Rico",2019,"Apr",2427
"827","Puerto Rico",2019,"May",2653
"828","Puerto Rico",2019,"Jun",2946
"829","Puerto Rico",2019,"Jul",2317
"830","Puerto Rico",2019,"Aug",2486
"831","Puerto Rico",2019,"Sep",1878
"832","Puerto Rico",2019,"Oct",2189
"833","Puerto Rico",2019,"Nov",2273
"834","Puerto Rico",2019,"Dec",2138
"835","Rhode Island",2019,"Jan",2093
"836","Rhode Island",2019,"Feb",2105
"837","Rhode Island",2019,"Mar",2640
"838","Rhode Island",2019,"Apr",2175
"839","Rhode Island",2019,"May",1813
"840","Rhode Island",2019,"Jun",1609
"841","Rhode Island",2019,"Jul",1561
"842","Rhode Island",2019,"Aug",1895
"843","Rhode Island",2019,"Sep",1842
"844","Rhode Island",2019,"Oct",2050
"845","Rhode Island",2019,"Nov",2149
"846","Rhode Island",2019,"Dec",2406
"847","South Carolina",2019,"Jan",23546
"848","South Carolina",2019,"Feb",29811
"849","South Carolina",2019,"Mar",33312
"850","South Carolina",2019,"Apr",24607
"851","South Carolina",2019,"May",24977
"852","South Carolina",2019,"Jun",23186
"853","South Carolina",2019,"Jul",21886
"854","South Carolina",2019,"Aug",27354
"855","South Carolina",2019,"Sep",23280
"856","South Carolina",2019,"Oct",26707
"857","South Carolina",2019,"Nov",31593
"858","South Carolina",2019,"Dec",37962
"859","South Dakota",2019,"Jan",6803
"860","South Dakota",2019,"Feb",6992
"861","South Dakota",2019,"Mar",8174
"862","South Dakota",2019,"Apr",6581
"863","South Dakota",2019,"May",5792
"864","South Dakota",2019,"Jun",5566
"865","South Dakota",2019,"Jul",5323
"866","South Dakota",2019,"Aug",6971
"867","South Dakota",2019,"Sep",6932
"868","South Dakota",2019,"Oct",8783
"869","South Dakota",2019,"Nov",8510
"870","South Dakota",2019,"Dec",8999
"871","Tennessee",2019,"Jan",58167
"872","Tennessee",2019,"Feb",62785
"873","Tennessee",2019,"Mar",66433
"874","Tennessee",2019,"Apr",48624
"875","Tennessee",2019,"May",44913
"876","Tennessee",2019,"Jun",44802
"877","Tennessee",2019,"Jul",43647
"878","Tennessee",2019,"Aug",46533
"879","Tennessee",2019,"Sep",40468
"880","Tennessee",2019,"Oct",45015
"881","Tennessee",2019,"Nov",58890
"882","Tennessee",2019,"Dec",75036
"883","Texas",2019,"Jan",119902
"884","Texas",2019,"Feb",135931
"885","Texas",2019,"Mar",141056
"886","Texas",2019,"Apr",106112
"887","Texas",2019,"May",107763
"888","Texas",2019,"Jun",101762
"889","Texas",2019,"Jul",91183
"890","Texas",2019,"Aug",133647
"891","Texas",2019,"Sep",121718
"892","Texas",2019,"Oct",121299
"893","Texas",2019,"Nov",140598
"894","Texas",2019,"Dec",166241
"895","Utah",2019,"Jan",25082
"896","Utah",2019,"Feb",27648
"897","Utah",2019,"Mar",82398
"898","Utah",2019,"Apr",77263
"899","Utah",2019,"May",77058
"900","Utah",2019,"Jun",69438
"901","Utah",2019,"Jul",76002
"902","Utah",2019,"Aug",74699
"903","Utah",2019,"Sep",73084
"904","Utah",2019,"Oct",76361
"905","Utah",2019,"Nov",76354
"906","Utah",2019,"Dec",87883
"907","Vermont",2019,"Jan",2417
"908","Vermont",2019,"Feb",3172
"909","Vermont",2019,"Mar",4054
"910","Vermont",2019,"Apr",3236
"911","Vermont",2019,"May",2659
"912","Vermont",2019,"Jun",2269
"913","Vermont",2019,"Jul",2183
"914","Vermont",2019,"Aug",2936
"915","Vermont",2019,"Sep",2991
"916","Vermont",2019,"Oct",3348
"917","Vermont",2019,"Nov",3094
"918","Vermont",2019,"Dec",3484
"919","Virgin Islands",2019,"Jan",127
"920","Virgin Islands",2019,"Feb",120
"921","Virgin Islands",2019,"Mar",140
"922","Virgin Islands",2019,"Apr",114
"923","Virgin Islands",2019,"May",91
"924","Virgin Islands",2019,"Jun",109
"925","Virgin Islands",2019,"Jul",75
"926","Virgin Islands",2019,"Aug",149
"927","Virgin Islands",2019,"Sep",117
"928","Virgin Islands",2019,"Oct",150
"929","Virgin Islands",2019,"Nov",242
"930","Virgin Islands",2019,"Dec",110
"931","Virginia",2019,"Jan",37857
"932","Virginia",2019,"Feb",41532
"933","Virginia",2019,"Mar",48527
"934","Virginia",2019,"Apr",35052
"935","Virginia",2019,"May",30515
"936","Virginia",2019,"Jun",33543
"937","Virginia",2019,"Jul",32513
"938","Virginia",2019,"Aug",41457
"939","Virginia",2019,"Sep",37059
"940","Virginia",2019,"Oct",40490
"941","Virginia",2019,"Nov",57662
"942","Virginia",2019,"Dec",76559
"943","Washington",2019,"Jan",56051
"944","Washington",2019,"Feb",47674
"945","Washington",2019,"Mar",61812
"946","Washington",2019,"Apr",53377
"947","Washington",2019,"May",53125
"948","Washington",2019,"Jun",83436
"949","Washington",2019,"Jul",37439
"950","Washington",2019,"Aug",40144
"951","Washington",2019,"Sep",38130
"952","Washington",2019,"Oct",42984
"953","Washington",2019,"Nov",40764
"954","Washington",2019,"Dec",52234
"955","West Virginia",2019,"Jan",15320
"956","West Virginia",2019,"Feb",18810
"957","West Virginia",2019,"Mar",21859
"958","West Virginia",2019,"Apr",15583
"959","West Virginia",2019,"May",13173
"960","West Virginia",2019,"Jun",12841
"961","West Virginia",2019,"Jul",12289
"962","West Virginia",2019,"Aug",16501
"963","West Virginia",2019,"Sep",17740
"964","West Virginia",2019,"Oct",18239
"965","West Virginia",2019,"Nov",20851
"966","West Virginia",2019,"Dec",22990
"967","Wisconsin",2019,"Jan",34545
"968","Wisconsin",2019,"Feb",34612
"969","Wisconsin",2019,"Mar",47671
"970","Wisconsin",2019,"Apr",38561
"971","Wisconsin",2019,"May",30307
"972","Wisconsin",2019,"Jun",28507
"973","Wisconsin",2019,"Jul",25170
"974","Wisconsin",2019,"Aug",35146
"975","Wisconsin",2019,"Sep",36278
"976","Wisconsin",2019,"Oct",39395
"977","Wisconsin",2019,"Nov",43909
"978","Wisconsin",2019,"Dec",41584
"979","Wyoming",2019,"Jan",4075
"980","Wyoming",2019,"Feb",4842
"981","Wyoming",2019,"Mar",5880
"982","Wyoming",2019,"Apr",4821
"983","Wyoming",2019,"May",4793
"984","Wyoming",2019,"Jun",4447
"985","Wyoming",2019,"Jul",4469
"986","Wyoming",2019,"Aug",4754
"987","Wyoming",2019,"Sep",5176
"988","Wyoming",2019,"Oct",5067
"989","Wyoming",2019,"Nov",5411
"990","Wyoming",2019,"Dec",7556
"991","Alabama",2018,"Jan",38477
"992","Alabama",2018,"Feb",45171
"993","Alabama",2018,"Mar",50610
"994","Alabama",2018,"Apr",34915
"995","Alabama",2018,"May",33193
"996","Alabama",2018,"Jun",32572
"997","Alabama",2018,"Jul",32572
"998","Alabama",2018,"Aug",37227
"999","Alabama",2018,"Sep",32706
"1000","Alabama",2018,"Oct",37123
"1001","Alabama",2018,"Nov",45345
"1002","Alabama",2018,"Dec",54383
"1003","Alaska",2018,"Jan",4429
"1004","Alaska",2018,"Feb",5392
"1005","Alaska",2018,"Mar",7800
"1006","Alaska",2018,"Apr",7367
"1007","Alaska",2018,"May",7548
"1008","Alaska",2018,"Jun",6330
"1009","Alaska",2018,"Jul",5714
"1010","Alaska",2018,"Aug",6818
"1011","Alaska",2018,"Sep",5699
"1012","Alaska",2018,"Oct",7768
"1013","Alaska",2018,"Nov",6645
"1014","Alaska",2018,"Dec",7251
"1015","Arizona",2018,"Jan",28627
"1016","Arizona",2018,"Feb",36281
"1017","Arizona",2018,"Mar",41551
"1018","Arizona",2018,"Apr",31658
"1019","Arizona",2018,"May",28285
"1020","Arizona",2018,"Jun",28041
"1021","Arizona",2018,"Jul",26359
"1022","Arizona",2018,"Aug",34149
"1023","Arizona",2018,"Sep",30667
"1024","Arizona",2018,"Oct",25560
"1025","Arizona",2018,"Nov",30385
"1026","Arizona",2018,"Dec",36275
"1027","Arkansas",2018,"Jan",17483
"1028","Arkansas",2018,"Feb",24266
"1029","Arkansas",2018,"Mar",24492
"1030","Arkansas",2018,"Apr",18240
"1031","Arkansas",2018,"May",17667
"1032","Arkansas",2018,"Jun",18809
"1033","Arkansas",2018,"Jul",19399
"1034","Arkansas",2018,"Aug",20502
"1035","Arkansas",2018,"Sep",17072
"1036","Arkansas",2018,"Oct",19762
"1037","Arkansas",2018,"Nov",24475
"1038","Arkansas",2018,"Dec",26272
"1039","California",2018,"Jan",119910
"1040","California",2018,"Feb",107649
"1041","California",2018,"Mar",136228
"1042","California",2018,"Apr",121478
"1043","California",2018,"May",104498
"1044","California",2018,"Jun",99683
"1045","California",2018,"Jul",94672
"1046","California",2018,"Aug",103019
"1047","California",2018,"Sep",91975
"1048","California",2018,"Oct",101623
"1049","California",2018,"Nov",106380
"1050","California",2018,"Dec",110017
"1051","Colorado",2018,"Jan",41989
"1052","Colorado",2018,"Feb",47221
"1053","Colorado",2018,"Mar",61839
"1054","Colorado",2018,"Apr",47462
"1055","Colorado",2018,"May",41583
"1056","Colorado",2018,"Jun",38395
"1057","Colorado",2018,"Jul",37788
"1058","Colorado",2018,"Aug",40922
"1059","Colorado",2018,"Sep",35347
"1060","Colorado",2018,"Oct",37586
"1061","Colorado",2018,"Nov",44094
"1062","Colorado",2018,"Dec",50544
"1063","Connecticut",2018,"Jan",13775
"1064","Connecticut",2018,"Feb",15617
"1065","Connecticut",2018,"Mar",18091
"1066","Connecticut",2018,"Apr",15269
"1067","Connecticut",2018,"May",14409
"1068","Connecticut",2018,"Jun",14440
"1069","Connecticut",2018,"Jul",13650
"1070","Connecticut",2018,"Aug",14338
"1071","Connecticut",2018,"Sep",12754
"1072","Connecticut",2018,"Oct",14477
"1073","Connecticut",2018,"Nov",14751
"1074","Connecticut",2018,"Dec",16119
"1075","Delaware",2018,"Jan",3684
"1076","Delaware",2018,"Feb",4651
"1077","Delaware",2018,"Mar",6298
"1078","Delaware",2018,"Apr",4988
"1079","Delaware",2018,"May",3674
"1080","Delaware",2018,"Jun",3211
"1081","Delaware",2018,"Jul",2840
"1082","Delaware",2018,"Aug",2914
"1083","Delaware",2018,"Sep",2843
"1084","Delaware",2018,"Oct",3418
"1085","Delaware",2018,"Nov",4178
"1086","Delaware",2018,"Dec",5024
"1087","District of Columbia",2018,"Jan",283
"1088","District of Columbia",2018,"Feb",217
"1089","District of Columbia",2018,"Mar",381
"1090","District of Columbia",2018,"Apr",321
"1091","District of Columbia",2018,"May",289
"1092","District of Columbia",2018,"Jun",259
"1093","District of Columbia",2018,"Jul",246
"1094","District of Columbia",2018,"Aug",329
"1095","District of Columbia",2018,"Sep",203
"1096","District of Columbia",2018,"Oct",203
"1097","District of Columbia",2018,"Nov",290
"1098","District of Columbia",2018,"Dec",223
"1099","Florida",2018,"Jan",98243
"1100","Florida",2018,"Feb",119561
"1101","Florida",2018,"Mar",137997
"1102","Florida",2018,"Apr",102426
"1103","Florida",2018,"May",95481
"1104","Florida",2018,"Jun",88991
"1105","Florida",2018,"Jul",82909
"1106","Florida",2018,"Aug",89711
"1107","Florida",2018,"Sep",78804
"1108","Florida",2018,"Oct",82628
"1109","Florida",2018,"Nov",105975
"1110","Florida",2018,"Dec",120419
"1111","Georgia",2018,"Jan",45591
"1112","Georgia",2018,"Feb",57838
"1113","Georgia",2018,"Mar",67791
"1114","Georgia",2018,"Apr",43671
"1115","Georgia",2018,"May",39528
"1116","Georgia",2018,"Jun",35963
"1117","Georgia",2018,"Jul",34244
"1118","Georgia",2018,"Aug",40046
"1119","Georgia",2018,"Sep",36097
"1120","Georgia",2018,"Oct",40579
"1121","Georgia",2018,"Nov",49784
"1122","Georgia",2018,"Dec",58400
"1123","Guam",2018,"Jan",135
"1124","Guam",2018,"Feb",146
"1125","Guam",2018,"Mar",146
"1126","Guam",2018,"Apr",155
"1127","Guam",2018,"May",156
"1128","Guam",2018,"Jun",146
"1129","Guam",2018,"Jul",145
"1130","Guam",2018,"Aug",133
"1131","Guam",2018,"Sep",120
"1132","Guam",2018,"Oct",180
"1133","Guam",2018,"Nov",191
"1134","Guam",2018,"Dec",205
"1135","Hawaii",2018,"Jan",1185
"1136","Hawaii",2018,"Feb",1074
"1137","Hawaii",2018,"Mar",1420
"1138","Hawaii",2018,"Apr",1393
"1139","Hawaii",2018,"May",1187
"1140","Hawaii",2018,"Jun",1170
"1141","Hawaii",2018,"Jul",1057
"1142","Hawaii",2018,"Aug",1129
"1143","Hawaii",2018,"Sep",975
"1144","Hawaii",2018,"Oct",1204
"1145","Hawaii",2018,"Nov",1188
"1146","Hawaii",2018,"Dec",1106
"1147","Idaho",2018,"Jan",15060
"1148","Idaho",2018,"Feb",20359
"1149","Idaho",2018,"Mar",24342
"1150","Idaho",2018,"Apr",16974
"1151","Idaho",2018,"May",18243
"1152","Idaho",2018,"Jun",15401
"1153","Idaho",2018,"Jul",14478
"1154","Idaho",2018,"Aug",14312
"1155","Idaho",2018,"Sep",15566
"1156","Idaho",2018,"Oct",16855
"1157","Idaho",2018,"Nov",15793
"1158","Idaho",2018,"Dec",19937
"1159","Illinois",2018,"Jan",170007
"1160","Illinois",2018,"Feb",185288
"1161","Illinois",2018,"Mar",271714
"1162","Illinois",2018,"Apr",238774
"1163","Illinois",2018,"May",233963
"1164","Illinois",2018,"Jun",225006
"1165","Illinois",2018,"Jul",198971
"1166","Illinois",2018,"Aug",242864
"1167","Illinois",2018,"Sep",228695
"1168","Illinois",2018,"Oct",237224
"1169","Illinois",2018,"Nov",296910
"1170","Illinois",2018,"Dec",302031
"1171","Indiana",2018,"Jan",83769
"1172","Indiana",2018,"Feb",81904
"1173","Indiana",2018,"Mar",121376
"1174","Indiana",2018,"Apr",78367
"1175","Indiana",2018,"May",78143
"1176","Indiana",2018,"Jun",74423
"1177","Indiana",2018,"Jul",60457
"1178","Indiana",2018,"Aug",60712
"1179","Indiana",2018,"Sep",51787
"1180","Indiana",2018,"Oct",59386
"1181","Indiana",2018,"Nov",69171
"1182","Indiana",2018,"Dec",76653
"1183","Iowa",2018,"Jan",19745
"1184","Iowa",2018,"Feb",17387
"1185","Iowa",2018,"Mar",21697
"1186","Iowa",2018,"Apr",17457
"1187","Iowa",2018,"May",13766
"1188","Iowa",2018,"Jun",10904
"1189","Iowa",2018,"Jul",10329
"1190","Iowa",2018,"Aug",14306
"1191","Iowa",2018,"Sep",13861
"1192","Iowa",2018,"Oct",15518
"1193","Iowa",2018,"Nov",17001
"1194","Iowa",2018,"Dec",17188
"1195","Kansas",2018,"Jan",13782
"1196","Kansas",2018,"Feb",18016
"1197","Kansas",2018,"Mar",18772
"1198","Kansas",2018,"Apr",13184
"1199","Kansas",2018,"May",11062
"1200","Kansas",2018,"Jun",11501
"1201","Kansas",2018,"Jul",11364
"1202","Kansas",2018,"Aug",12690
"1203","Kansas",2018,"Sep",11429
"1204","Kansas",2018,"Oct",13063
"1205","Kansas",2018,"Nov",17477
"1206","Kansas",2018,"Dec",19707
"1207","Kentucky",2018,"Jan",402376
"1208","Kentucky",2018,"Feb",417418
"1209","Kentucky",2018,"Mar",421247
"1210","Kentucky",2018,"Apr",409485
"1211","Kentucky",2018,"May",395487
"1212","Kentucky",2018,"Jun",411606
"1213","Kentucky",2018,"Jul",393583
"1214","Kentucky",2018,"Aug",411800
"1215","Kentucky",2018,"Sep",409385
"1216","Kentucky",2018,"Oct",413568
"1217","Kentucky",2018,"Nov",422343
"1218","Kentucky",2018,"Dec",404143
"1219","Louisiana",2018,"Jan",20744
"1220","Louisiana",2018,"Feb",26449
"1221","Louisiana",2018,"Mar",31519
"1222","Louisiana",2018,"Apr",22491
"1223","Louisiana",2018,"May",20265
"1224","Louisiana",2018,"Jun",22339
"1225","Louisiana",2018,"Jul",20229
"1226","Louisiana",2018,"Aug",24273
"1227","Louisiana",2018,"Sep",25058
"1228","Louisiana",2018,"Oct",24412
"1229","Louisiana",2018,"Nov",32383
"1230","Louisiana",2018,"Dec",37030
"1231","Maine",2018,"Jan",5850
"1232","Maine",2018,"Feb",7816
"1233","Maine",2018,"Mar",10684
"1234","Maine",2018,"Apr",8745
"1235","Maine",2018,"May",6847
"1236","Maine",2018,"Jun",6156
"1237","Maine",2018,"Jul",5968
"1238","Maine",2018,"Aug",6951
"1239","Maine",2018,"Sep",7926
"1240","Maine",2018,"Oct",9299
"1241","Maine",2018,"Nov",7769
"1242","Maine",2018,"Dec",9349
"1243","Mariana Islands",2018,"Jan",10
"1244","Mariana Islands",2018,"Feb",20
"1245","Mariana Islands",2018,"Mar",25
"1246","Mariana Islands",2018,"Apr",22
"1247","Mariana Islands",2018,"May",13
"1248","Mariana Islands",2018,"Jun",17
"1249","Mariana Islands",2018,"Jul",15
"1250","Mariana Islands",2018,"Aug",13
"1251","Mariana Islands",2018,"Sep",8
"1252","Mariana Islands",2018,"Oct",14
"1253","Mariana Islands",2018,"Nov",12
"1254","Mariana Islands",2018,"Dec",10
"1255","Maryland",2018,"Jan",12564
"1256","Maryland",2018,"Feb",13245
"1257","Maryland",2018,"Mar",17841
"1258","Maryland",2018,"Apr",14105
"1259","Maryland",2018,"May",11990
"1260","Maryland",2018,"Jun",10333
"1261","Maryland",2018,"Jul",10020
"1262","Maryland",2018,"Aug",11281
"1263","Maryland",2018,"Sep",10237
"1264","Maryland",2018,"Oct",11919
"1265","Maryland",2018,"Nov",13684
"1266","Maryland",2018,"Dec",14251
"1267","Massachusetts",2018,"Jan",16120
"1268","Massachusetts",2018,"Feb",16463
